number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,closed_code,resolved_by,resolved_at,closed_at,isParent
INC0013019,Closed,False,1,0,3,True,Caller 3151,Opened by  108,2016-03-30 11:56:00,Created by 52,2016-03-30 12:42:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 161,Category 37,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 49,Resolver 120,False,True,Do Not Notify,code 6,Resolved by 108,2016-03-30 15:13:00,2016-04-04 15:59:00,No
INC0010189,Closed,False,1,0,8,False,Caller 3067,Opened by  17,2016-03-22 17:06:00,Created by 10,2016-03-22 17:11:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 54,Category 46,Subcategory 252,,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 155,False,True,Do Not Notify,code 8,Resolved by 139,2016-03-30 15:46:00,2016-04-04 15:59:00,No
INC0010216,Closed,False,1,0,5,False,Caller 4210,Opened by  58,2016-03-22 22:59:00,Created by 31,2016-03-22 23:09:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 165,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 155,False,True,Do Not Notify,code 8,Resolved by 139,2016-03-30 15:41:00,2016-04-04 15:59:00,No
INC0012833,Closed,False,1,0,3,True,Caller 4519,Opened by  8,2016-03-30 08:35:00,Created by 6,2016-03-30 08:37:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 204,Category 42,Subcategory 223,,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-03-30 15:35:00,2016-04-04 15:59:00,No
INC0012985,Resolved,True,1,0,2,True,Caller 8,Opened by  17,2016-03-30 11:01:00,Created by 10,2016-03-30 11:10:00,Updated by 748,2016-03-30 15:38:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-03-30 15:38:00,2016-04-04 15:59:00,No
INC0010412,Closed,False,4,0,11,False,Caller 429,Opened by  8,2016-03-23 10:20:00,Created by 6,2016-03-23 10:23:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 204,Category 17,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 115,False,True,Do Not Notify,code 10,Resolved by 103,2016-03-30 15:58:00,2016-04-04 15:59:00,No
INC0013030,Closed,False,1,0,3,True,Caller 2628,Opened by  17,2016-03-30 12:24:00,Created by 10,2016-03-30 12:34:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 93,Category 46,Subcategory 220,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-03-30 15:54:00,2016-04-04 15:59:00,No
INC0012896,Closed,False,1,0,3,True,Caller 1468,Opened by  40,2016-03-30 09:35:00,Created by 20,2016-03-30 09:43:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-03-30 15:40:00,2016-04-04 15:59:00,No
INC0011708,Resolved,True,2,0,5,True,Caller 529,Opened by  17,2016-03-28 09:05:00,Created by 10,2016-03-28 09:33:00,Updated by 874,2016-03-30 15:52:00,Phone,Location 37,Category 26,Subcategory 175,,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-03-30 15:52:00,2016-04-04 15:59:00,No
INC0010591,Closed,False,2,0,8,False,Caller 116,Opened by  17,2016-03-23 14:28:00,,,Updated by 908,2016-04-04 15:59:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,False,True,Do Not Notify,code 9,Resolved by 133,2016-03-30 15:11:00,2016-04-04 15:59:00,No
INC0010631,Closed,False,1,0,9,False,Caller 2236,Opened by  390,2016-03-23 15:12:00,,,Updated by 908,2016-04-04 15:59:00,Phone,Location 51,Category 44,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,False,True,Do Not Notify,code 10,Resolved by 103,2016-03-30 15:03:00,2016-04-04 15:59:00,No
INC0010433,Resolved,True,0,0,8,True,Caller 814,Opened by  17,2016-03-23 10:41:00,Created by 10,2016-03-23 10:55:00,Updated by 929,2016-03-30 15:20:00,Phone,Location 37,Category 44,Subcategory 60,Symptom 259,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 237,False,True,Do Not Notify,code 6,Resolved by 216,2016-03-30 15:20:00,2016-04-04 15:59:00,No
INC0012945,Resolved,True,1,0,3,True,Caller 551,Opened by  131,2016-03-30 10:20:00,Created by 62,2016-03-30 11:28:00,Updated by 748,2016-03-30 15:50:00,Phone,Location 161,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-03-30 15:50:00,2016-04-04 15:59:00,No
INC0013134,Resolved,True,0,0,0,True,Caller 3330,Opened by  17,2016-03-30 15:14:00,,,Updated by 908,2016-03-30 15:14:00,Phone,Location 47,Category 53,Subcategory 303,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,,2016-04-04 15:59:00,No
INC0007727,Closed,False,2,0,10,False,Caller 1250,Opened by  8,2016-03-16 11:31:00,Created by 6,2016-03-16 11:35:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 143,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,False,True,Do Not Notify,code 1,Resolved by 143,2016-03-30 15:57:00,2016-04-04 15:59:00,No
INC0013133,Resolved,True,0,0,0,True,Caller 3306,Opened by  108,2016-03-30 15:13:00,,,Updated by 908,2016-03-30 15:13:00,Phone,Location 96,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,False,Do Not Notify,code 6,Resolved by 52,,2016-04-04 15:59:00,No
INC0013132,Resolved,True,0,0,0,True,Caller 3308,Opened by  500,2016-03-30 15:12:00,,,Updated by 908,2016-03-30 15:12:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 232,False,False,Do Not Notify,code 9,Resolved by 211,,2016-04-04 15:59:00,No
INC0013127,Resolved,True,0,0,2,True,Caller 4333,Opened by  62,2016-03-30 15:11:00,,,Updated by 133,2016-03-30 15:13:00,Phone,Location 51,Category 42,Subcategory 223,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,True,Do Not Notify,code 7,Resolved by 32,2016-03-30 15:13:00,2016-04-04 15:59:00,No
INC0007171,Resolved,True,4,0,17,True,Caller 1802,Opened by  17,2016-03-15 10:49:00,Created by 10,2016-03-15 10:55:00,Updated by 44,2016-03-30 15:17:00,Phone,Location 143,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,2016-03-30 15:17:00,2016-04-04 15:59:00,No
INC0006959,Resolved,True,12,0,25,True,Caller 5553,Opened by  443,2016-03-15 01:22:00,Created by 192,2016-03-15 01:30:00,Updated by 363,2016-03-30 15:40:00,Phone,Location 143,Category 46,Subcategory 247,Symptom 491,2 - Medium,1 - High,2 - High,Group 57,Resolver 101,False,True,Do Not Notify,code 6,Resolved by 91,2016-03-30 15:40:00,2016-04-04 15:59:00,No
INC0013143,Closed,False,0,0,2,True,Caller 3306,Opened by  108,2016-03-30 15:21:00,,,Updated by 908,2016-04-04 15:59:00,Phone,Location 96,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,True,Do Not Notify,code 6,Resolved by 52,2016-03-30 15:56:00,2016-04-04 15:59:00,No
INC0011462,Resolved,True,1,0,4,True,Caller 2065,Opened by  40,2016-03-26 09:40:00,Created by 20,2016-03-26 10:09:00,Updated by 519,2016-03-30 15:44:00,Phone,Location 56,Category 38,Subcategory 86,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,code 6,Resolved by 126,2016-03-30 15:44:00,2016-04-04 15:59:00,No
INC0004973,Closed,False,2,0,17,False,Caller 4942,Opened by  62,2016-03-09 14:50:00,Created by 33,2016-03-09 15:15:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 204,Category 9,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,True,Do Not Notify,code 5,Resolved by 113,2016-03-30 15:55:00,2016-04-04 15:59:00,No
INC0005007,Closed,False,2,0,14,False,Caller 3529,Opened by  59,2016-03-09 15:14:00,Created by 34,2016-03-09 15:29:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 204,Category 22,Subcategory 277,Symptom 129,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,True,Do Not Notify,code 5,Resolved by 113,2016-03-30 15:51:00,2016-04-04 15:59:00,No
INC0013125,Resolved,True,0,0,0,True,Caller 94,,2016-03-30 15:10:00,Created by 89,2016-03-30 15:16:00,Updated by 370,2016-03-30 15:16:00,Phone,Location 143,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 127,False,False,Do Not Notify,code 7,,2016-03-30 15:16:00,2016-04-04 15:59:00,No
INC0013177,Resolved,True,0,0,1,True,Caller 3476,Opened by  386,2016-03-30 15:48:00,,,Updated by 723,2016-03-30 15:56:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,True,Do Not Notify,code 7,Resolved by 169,2016-03-30 15:56:00,2016-04-04 15:59:00,No
INC0013175,Resolved,True,0,0,0,True,Caller 3077,Opened by  17,2016-03-30 15:45:00,,,Updated by 908,2016-03-30 15:45:00,Phone,Location 143,Category 37,Subcategory 135,Symptom 127,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,,2016-04-04 15:59:00,No
INC0012129,Resolved,True,0,0,7,True,Caller 1901,Opened by  24,2016-03-28 15:52:00,Created by 13,2016-03-28 15:58:00,Updated by 653,2016-03-30 15:11:00,Phone,Location 93,Category 44,Subcategory 57,Symptom 261,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 176,False,True,Do Not Notify,code 6,Resolved by 159,2016-03-30 15:11:00,2016-04-04 15:59:00,No
INC0013160,Resolved,True,0,0,0,True,Caller 4064,Opened by  55,2016-03-30 15:36:00,,,Updated by 908,2016-03-30 15:36:00,Phone,Location 128,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,False,Do Not Notify,code 6,Resolved by 27,,2016-04-04 15:59:00,No
INC0012151,Closed,False,3,0,8,True,Caller 4693,Opened by  221,2016-03-28 16:18:00,Created by 98,2016-03-28 16:31:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 111,Category 9,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 15:13:00,2016-04-04 15:59:00,No
INC0003798,Closed,False,6,0,17,False,Caller 1526,Opened by  55,2016-03-07 17:16:00,Created by 30,2016-03-07 17:18:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 46,Category 45,Subcategory 223,,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 224,True,True,Do Not Notify,code 9,Resolved by 203,2016-03-30 15:09:00,2016-04-04 15:59:00,No
INC0013118,Resolved,True,0,0,1,True,Caller 313,Opened by  108,2016-03-30 15:00:00,,,Updated by 214,2016-03-30 15:11:00,Phone,Location 51,Category 46,Subcategory 223,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,True,Do Not Notify,code 6,Resolved by 52,2016-03-30 15:11:00,2016-04-04 15:59:00,No
INC0009342,Resolved,True,1,0,5,True,Caller 2269,Opened by  17,2016-03-21 10:31:00,Created by 10,2016-03-21 10:35:00,Updated by 60,2016-03-23 13:36:00,Phone,Location 36,Category 22,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 15:52:00,2016-04-04 15:59:00,No
INC0009249,Resolved,True,2,0,5,True,Caller 5073,Opened by  62,2016-03-21 09:16:00,Created by 33,2016-03-21 09:32:00,Updated by 926,2016-03-30 15:26:00,Phone,Location 38,Category 46,Subcategory 251,Symptom 218,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 234,False,True,Do Not Notify,code 8,Resolved by 213,2016-03-30 15:26:00,2016-04-04 15:59:00,No
INC0013065,Closed,False,1,0,4,True,Caller 2432,Opened by  108,2016-03-30 13:55:00,,,Updated by 908,2016-04-04 15:59:00,Phone,Location 96,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-03-30 15:22:00,2016-04-04 15:59:00,No
INC0013074,Closed,False,2,0,7,True,Caller 2432,Opened by  108,2016-03-30 14:08:00,,,Updated by 908,2016-04-04 15:59:00,Phone,Location 96,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,2016-03-30 15:16:00,2016-04-04 15:59:00,No
INC0008785,Resolved,True,4,0,14,True,Caller 1612,Opened by  17,2016-03-18 13:00:00,Created by 10,2016-03-18 13:13:00,Updated by 60,2016-03-30 15:44:00,Phone,Location 42,Category 37,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 33,False,True,Do Not Notify,code 7,Resolved by 15,2016-03-30 15:44:00,2016-04-04 15:59:00,No
INC0008694,Resolved,True,4,0,17,True,Caller 2572,Opened by  17,2016-03-18 10:47:00,,,Updated by 60,2016-03-30 15:15:00,Phone,Location 143,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-03-30 15:15:00,2016-04-04 15:59:00,No
INC0012958,Resolved,True,1,0,2,True,Caller 5008,Opened by  520,2016-03-30 10:36:00,Created by 226,2016-03-30 10:50:00,Updated by 960,2016-03-30 11:16:00,Phone,Location 51,Category 42,Subcategory 31,,1 - High,1 - High,1 - Critical,Group 55,Resolver 244,False,True,Do Not Notify,code 6,Resolved by 223,2016-03-30 15:23:00,2016-04-04 15:59:00,No
INC0008455,Resolved,True,7,0,14,True,Caller 2853,Opened by  221,2016-03-17 16:44:00,Created by 98,2016-03-17 16:50:00,Updated by 60,2016-03-30 14:59:00,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,2016-03-30 14:59:00,2016-04-04 15:59:00,No
INC0013098,Closed,False,0,0,3,True,Caller 4389,Opened by  62,2016-03-30 14:40:00,,,Updated by 908,2016-04-04 15:59:00,Phone,Location 204,Category 26,Subcategory 275,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,True,Do Not Notify,code 6,Resolved by 32,2016-03-30 15:58:00,2016-04-04 15:59:00,No
INC0012048,Closed,False,0,0,2,True,Caller 5445,,2016-03-28 14:28:00,Created by 89,2016-03-28 14:36:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 51,Category 37,Subcategory 123,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 15:09:00,2016-04-04 15:59:00,No
INC0013108,Closed,False,0,0,1,True,Caller 726,Opened by  386,2016-03-30 14:51:00,,,Updated by 908,2016-04-04 15:59:00,Phone,Location 99,Category 42,Subcategory 223,,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,False,Do Not Notify,code 7,Resolved by 169,,2016-04-04 15:59:00,No
INC0013115,Resolved,True,0,0,0,True,Caller 5197,Opened by  62,2016-03-30 14:55:00,,,Updated by 908,2016-03-30 14:55:00,Phone,Location 56,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,code 6,Resolved by 32,,2016-04-04 15:59:00,No
INC0013105,Resolved,True,0,0,0,True,Caller 2630,Opened by  55,2016-03-30 14:49:00,,,Updated by 908,2016-03-30 14:49:00,Phone,Location 204,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,False,Do Not Notify,code 6,Resolved by 27,,2016-04-04 15:59:00,No
INC0003607,Closed,False,0,0,12,False,Caller 5129,Opened by  468,2016-03-07 14:12:00,Created by 188,2016-03-07 14:14:00,Updated by 908,2016-04-04 15:59:00,Phone,Location 96,Category 45,Subcategory 150,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,True,Do Not Notify,code 6,Resolved by 182,2016-03-30 15:05:00,2016-04-04 15:59:00,No
INC0013114,Closed,False,1,0,3,True,Caller 1917,Opened by  108,2016-03-30 14:54:00,,,Updated by 908,2016-04-04 15:59:00,Phone,Location 51,Category 46,Subcategory 249,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,True,Do Not Notify,code 6,Resolved by 52,2016-03-30 15:00:00,2016-04-04 15:59:00,No
INC0002309,Closed,False,2,0,18,False,Caller 1415,Opened by  24,2016-03-04 09:26:00,,,Updated by 908,2016-03-24 18:59:00,Phone,Location 51,Category 32,Subcategory 9,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,False,Do Not Notify,code 8,Resolved by 11,2016-03-16 12:51:00,2016-04-04 16:18:00,No
INC0011980,Resolved,True,1,0,2,True,Caller 1498,Opened by  17,2016-03-28 13:22:00,Created by 10,2016-03-28 13:42:00,Updated by 60,2016-03-30 14:23:00,Phone,Location 108,Category 26,Subcategory 175,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 14:23:00,2016-04-04 16:29:00,No
INC0012881,Resolved,True,0,0,2,True,Caller 5549,Opened by  40,2016-03-30 09:20:00,Created by 20,2016-03-30 09:21:00,Updated by 109,2016-03-30 16:23:00,Phone,Location 161,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,code 6,Resolved by 22,2016-03-30 16:23:00,2016-04-04 16:59:00,No
INC0012572,Resolved,True,2,0,7,True,Caller 3932,Opened by  500,2016-03-29 13:49:00,Created by 217,2016-03-29 14:20:00,Updated by 695,2016-03-30 16:05:00,Phone,Location 161,Category 46,Subcategory 223,,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,False,True,Do Not Notify,code 8,Resolved by 165,2016-03-30 16:05:00,2016-04-04 16:59:00,No
INC0001002,Closed,False,0,0,13,False,Caller 3038,Opened by  433,2016-03-02 08:31:00,,,Updated by 908,2016-04-04 16:59:00,Phone,Location 204,Category 45,Subcategory 220,,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,True,True,Do Not Notify,code 5,Resolved by 184,2016-03-30 16:21:00,2016-04-04 16:59:00,No
INC0012463,Resolved,True,2,0,8,True,,,2016-03-29 11:12:00,Created by 89,2016-03-29 11:14:00,Updated by 748,2016-03-30 16:40:00,Phone,Location 188,Category 42,Subcategory 223,Symptom 65,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-03-30 16:40:00,2016-04-04 16:59:00,No
INC0012593,Closed,False,0,0,3,True,Caller 569,Opened by  17,2016-03-29 14:11:00,Created by 10,2016-03-29 14:33:00,Updated by 908,2016-04-04 16:59:00,Phone,Location 108,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,2016-03-30 16:25:00,2016-04-04 16:59:00,No
INC0012873,Closed,False,0,0,3,True,Caller 5549,Opened by  40,2016-03-30 09:15:00,Created by 20,2016-03-30 09:20:00,Updated by 908,2016-04-04 16:59:00,Phone,Location 161,Category 9,Subcategory 164,Symptom 117,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,code 6,Resolved by 22,2016-03-30 16:21:00,2016-04-04 16:59:00,No
INC0012196,Resolved,True,1,0,4,True,Caller 1560,Opened by  55,2016-03-28 17:19:00,Created by 30,2016-03-28 17:37:00,Updated by 60,2016-03-30 16:47:00,Phone,Location 27,Category 26,Subcategory 175,,2 - Medium,2 - Medium,3 - Moderate,,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,2016-03-30 16:47:00,2016-04-04 16:59:00,No
INC0011427,Resolved,True,2,0,6,True,Caller 5284,Opened by  47,2016-03-25 23:20:00,Created by 25,2016-03-25 23:36:00,Updated by 874,2016-03-30 16:49:00,Phone,Location 179,Category 23,Subcategory 75,Symptom 250,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,False,True,Do Not Notify,code 6,Resolved by 208,2016-03-30 16:49:00,2016-04-04 16:59:00,No
INC0005253,Closed,False,0,0,10,False,Caller 2832,Opened by  119,2016-03-10 09:46:00,Created by 56,2016-03-10 09:49:00,Updated by 908,2016-04-04 16:59:00,Phone,Location 204,Category 24,Subcategory 228,,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 227,True,True,Do Not Notify,code 6,Resolved by 206,2016-03-30 16:25:00,2016-04-04 16:59:00,No
INC0013209,Resolved,True,0,0,0,True,Caller 2936,Opened by  17,2016-03-30 16:17:00,,,Updated by 908,2016-03-30 16:17:00,Phone,Location 42,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,code 6,Resolved by 11,,2016-04-04 16:59:00,No
INC0013195,Resolved,True,0,0,3,True,Caller 1629,Opened by  108,2016-03-30 15:57:00,,,Updated by 214,2016-03-30 16:27:00,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,True,Do Not Notify,code 6,Resolved by 52,2016-03-30 16:27:00,2016-04-04 16:59:00,No
INC0006224,Closed,False,5,0,19,False,Caller 3051,Opened by  17,2016-03-11 17:25:00,Created by 10,2016-03-11 17:34:00,Updated by 908,2016-04-04 16:59:00,Phone,Location 55,Category 53,Subcategory 174,,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,True,Do Not Notify,code 6,Resolved by 196,2016-03-30 16:58:00,2016-04-04 16:59:00,No
INC0006875,Closed,False,1,0,10,False,Caller 3601,Opened by  108,2016-03-14 16:16:00,Created by 52,2016-03-14 16:27:00,Updated by 908,2016-04-04 16:59:00,Phone,Location 204,Category 34,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,True,Do Not Notify,code 6,Resolved by 53,2016-03-30 16:20:00,2016-04-04 16:59:00,No
